78,7
78,7
78,9
78,8
78,8
78,7
78,8
78,7
78,6
78,7
78,6
78,7
78,8
78,7
78,6
78,7
78,8
78,7
78,7
78,9
78,7
78,8
78,7
78,8
78,7
78,6
78,6
78,8
78,7
78,8
78,6
78,7
78,7
78,8
78,7
78,7
78,7
79,2
78,8
78,8
78,6
78,6
78,7
78,7
78,7
78,6
78,7
78,6
78,7
78,7
78,7
78,7
78,6
78,7
78,7
78,6
78,6
78,5
78,7
78,6
78,8
78,6
78,7
78,7
78,8
78,7
78,8
78,7
78,7
78,8
78,7
78,6
78,9
78,8
78,7
78,7
78,7
78,7
78,7
78,7
78,7
78,7
78,6
79,0
78,7
78,7
78,6
78,7
78,7
78,7
78,6
78,7
78,7
79,6
78,6
78,9
79,0
78,7
78,7
78,6
78,6
78,8
78,8
78,7
78,7
78,7
78,7
78,6
78,6
78,7
78,8
78,8
78,7
78,8
78,7
78,8
78,7
78,6
78,7
78,9
78,6
78,8
77,8
77,9
77,8
77,8
77,9
77,9
77,9
77,9
77,9
77,9
77,9
77,9
77,9
77,8
77,9
78,2
77,8
77,8
78,0
78,3
77,9
78,0
77,8
77,8
77,8
77,8
77,8
77,9
77,8
77,8
78,0
77,8
77,9
77,9
77,8
77,8
77,8
77,9
78,0
77,8
77,8
77,9
77,9
77,9
78,0
77,9
77,9
78,0
77,8
77,8
78,0
78,0
77,7
78,0
77,9
77,8
77,9
77,8
77,8
78,1
77,9
78,1
78,0
77,9
78,1
78,0
77,7
77,7
77,9
77,9
77,9
77,8
77,9
77,7
77,8
77,8
77,9
78,2
78,0
77,9
77,8
77,8
77,8
77,8
77,9
78,0
77,9
77,9
77,9
77,9
77,8
77,9
78,0
77,9
77,9
77,7
77,7
77,9
77,9
77,8
77,8
77,7
77,9
77,9
77,9
77,9
78,0
78,0
77,8
77,9
77,9
78,1
77,8
77,9
77,9
77,9
77,9
77,9
77,9
77,8
77,9
77,8
77,9
77,9
77,9
77,9
77,8
77,8
77,8
78,0
78,0
77,8
77,9
77,8
77,8
77,8
77,9
78,0
77,9
77,9
77,9
77,9
78,0
77,8
77,8
77,8
77,9
77,8
77,9
77,8
77,7
78,0
77,9
77,9
77,9
77,9
78,4
77,9
77,7
77,8
77,9
77,8
77,8
77,8
77,9
78,0
77,8
77,8
77,8
77,8
78,4
77,9
77,8
77,8
77,8
77,7
77,8
77,9
78,0
78,1
77,7
77,9
77,9
77,9
77,8
77,8
78,0
77,7
77,8
78,1
77,7
77,9
77,8
77,9
77,8
77,8
77,9
77,8
77,7
77,9
77,8
78,5
78,0
77,9
78,0
78,0
77,9
77,8
77,8
77,9
77,8
78,0
77,8
77,9
77,9
77,8
78,0
77,8
77,9
78,2
78,1
78,6
77,9
77,8
77,9
78,1
77,9
77,9
77,9
77,9
77,8
77,9
77,9
78,0
77,9
77,9
77,7
77,7
77,9
77,9
77,8
77,9
77,9
77,9
77,9
77,9
77,8
77,8
78,0
77,8
77,8
78,1
78,0
77,8
78,0
77,8
78,1
77,9
77,8
78,0
77,8
77,8
77,8
77,8
77,8
77,9
77,9
77,9
77,8
77,9
77,9
77,8
77,9
78,0
77,8
78,1
78,0
77,9
77,9
77,9
78,0
77,9
77,9
77,9
77,8
77,8
77,9
77,8
77,9
77,8
77,8
77,8
78,1
77,9
78,0
77,9
77,9
77,9
77,8
77,9
78,0
77,9
77,8
77,9
77,8
77,7
78,0
78,1
77,9
77,9
77,8
77,8
78,1
78,0
77,8
78,0
77,9
78,0
78,0
77,8
77,9
78,0
78,4
77,9
77,8
77,9
77,8
77,9
77,8
77,9
77,9
77,9
77,9
77,9
77,8
77,8
77,9
77,8
78,0
77,9
77,8
77,8
77,9
77,9
78,0
77,9
77,8
77,8
77,8
77,9
77,8
77,9
78,0
77,9
77,8
77,9
77,9
77,9
78,0
78,3
78,1
77,8
78,0
77,9
78,0
77,8
77,9
78,0
78,0
77,8
77,9
77,8
78,1
78,0
77,8
77,9
77,7
77,8
77,8
77,9
78,2
77,9
77,8
78,0
77,9
77,9
77,8
77,8
77,8
78,0
78,1
77,9
78,0
77,9
77,8
77,7
77,9
77,9
77,9
77,9
77,7
77,9
77,8
77,9
77,9
78,0
77,8
77,9
77,8
77,9
77,8
77,9
77,8
77,8
77,7
77,8
78,0
77,9
78,3
77,8
77,9
78,6
77,8
77,9
77,9
77,9
77,9
78,0
77,9
77,8
77,8
77,9
77,9
77,8
77,8
77,9
77,8
77,8
77,8
77,8
77,9
77,9
77,8
78,0
77,9
79,1
77,8
77,8
77,9
77,9
77,8
77,9
77,9
78,2
78,0
77,8
77,9
77,9
77,8
78,0
78,0
77,8
77,7
78,0
77,9
77,8
77,8
77,8
77,9
77,8
77,9
77,9
77,8
77,9
77,8
77,9
77,8
77,8
77,8
77,9
77,9
77,9
77,9
77,9
77,7
77,9
77,8
78,0
77,9
78,6
77,9
77,8
78,0
77,9
77,7
78,1
77,8
77,9
78,1
77,8
77,8
77,7
77,9
77,8
77,8
77,9
77,7
77,8
77,9
77,8
77,8
77,9
78,1
77,8
77,9
77,9
78,0
78,0
77,8
78,0
77,9
77,8
77,8
77,9
77,8
78,0
78,0
77,8
77,9
77,9
78,0
77,9
77,8
77,9
77,8
77,9
77,9
78,2
77,9
77,8
78,0
77,8
77,9
77,9
78,1
77,8
77,9
77,9
77,9
77,9
77,8
77,8
77,8
77,8
77,8
78,0
78,5
77,9
78,0
77,9
77,9
77,9
77,8
77,8
77,9
77,9
78,2
77,8
77,9
77,8
77,9
77,8
77,9
77,8
77,8
78,0
77,8
77,8
78,2
78,0
77,8
77,8
77,8
77,9
77,9
77,8
77,9
77,8
78,2
78,5
78,3
78,3
78,3
78,3
78,5
78,5
78,3
78,5
79,2
78,4
78,4
78,2
77,8
77,8
77,9
77,8
78,0
78,3
77,9
77,9
77,9
77,7
77,8
78,0
77,8
78,0
77,9
77,8
77,8
77,8
78,0
77,7
78,1
78,0
77,9
77,9
77,9
77,8
77,9
77,9
77,9
78,0
77,7
77,8
77,8
77,9
77,9
77,8
77,9
77,8
77,8
77,9
78,0
77,9
77,9
77,8
77,8
78,0
78,1
78,0
77,9
78,0
77,9
77,9
77,9
77,8
77,9
77,9
77,8
77,8
77,8
77,7
77,8
77,8
77,7
77,8
77,8
77,8
77,9
77,9
77,9
77,9
77,8
78,0
77,9
77,9
77,9
78,0
77,8
77,9
77,9
77,8
77,8
78,0
77,8
77,8
77,8
77,8
77,8
77,8
77,9
77,8
78,0
77,9
77,9
77,9
77,8
77,7
78,2
77,8
77,9
77,9
77,9
77,8
77,9
77,9
77,9
77,9
77,9
77,8
77,8
77,9
77,9
77,8
78,0
77,9
77,8
77,9
77,8
77,8
77,8
77,8
77,9
78,0
77,9
77,8
78,0
77,8
77,8
77,9
77,9
77,7
77,9
77,9
77,8
78,1
78,0
78,2
78,0
77,9
78,0
77,8
77,9
77,9
78,1
77,8
78,0
78,0
77,8
77,8
77,9
77,9
77,9
77,8
78,0
77,9
77,8
77,8
77,8
77,8
77,9
77,8
77,9
77,9
77,9
77,7
78,0
78,0
78,4
77,7
77,8
77,8
77,8
77,9
77,8
77,8
77,9
77,8
77,9
77,8
77,9
77,9
77,8
77,8
78,0
77,9
78,0
78,0
77,9
77,8
78,0
78,3
78,0
78,0
77,9
78,0
78,2
77,9
78,0
77,8
78,1
77,8
77,9
77,8
77,8
77,8
77,8
78,2
77,9
77,7
78,0
77,9
78,0
77,8
77,8
78,0
77,8
77,9
77,8
77,9
77,8
77,8
77,9
77,9
78,1
78,0
77,7
78,0
77,9
77,8
77,8
77,9
77,7
77,9
77,9
77,9
77,9
77,9
77,7
77,8
77,8
77,8
77,8
77,9
77,8
78,1
77,8
77,9
77,8
78,0
77,8
77,8
78,0
77,8
78,0
78,0
77,9
77,9
77,9
78,0
77,8
77,9
77,9
77,8
78,5
77,7
77,9
77,8
78,0
77,9
77,9
77,8
77,9
77,8
77,8
77,8
77,7
78,3
77,8
78,0
77,8
77,9
77,8
77,9
77,9
77,8
77,8
77,9
77,8
77,9
77,9
77,8
78,0
77,9
77,9
78,0
77,8
77,9
77,9
77,9
77,9
77,8
77,9
77,9
77,8
77,9
77,9
77,9
77,8
77,8
77,8
77,8
77,9
77,8
77,8
77,8
77,8
77,8
77,9
77,8
78,0
77,8
78,7
77,7
77,9
77,8
77,9
77,9
77,8
77,7
77,9
78,1
77,8
77,9
78,2
77,9
77,8
77,7
77,8
77,8
77,8
77,9
77,9
77,8
77,7
77,9
78,0
77,9
77,8
77,8
78,1
77,8
77,9
78,1
77,9
77,9
77,9
78,0
77,9
77,8
77,8
78,0
77,9
77,8
78,0
77,9
77,8
77,9
77,9
77,9
78,0
77,9
78,0
77,8
78,0
77,9
77,9
77,8
77,9
77,9
78,0
77,9
77,9
77,8
77,9
77,8
77,9
77,9
77,9
77,9
77,8
77,7
77,8
77,8
77,8
77,8
77,9
77,9
77,9
78,0
77,8
78,1
77,9
77,9
77,8
77,9
78,0
77,8
77,8
77,8
77,9
77,8
77,8
78,0
77,8
78,0
78,0
78,0
77,8
77,8
77,8
77,9
78,1
77,8
78,1
77,9
77,8
77,8
77,8
77,8
77,8
77,7
77,8
77,8
77,9
78,1
77,8
78,0
77,9
77,8
77,7
78,3
77,9
77,8
77,8
77,7
77,9
77,8
78,0
77,9
77,9
77,9
77,8
78,3
77,8
77,8
78,0
77,9
78,1
77,9
77,8
77,8
77,8
77,8
77,9
77,8
77,8
77,9
77,8
77,8
77,8
77,8
77,9
77,9
78,0
77,8
77,9
78,1
77,8
77,7
77,9
77,8
77,7
78,1
77,9
77,9
77,9
77,9
78,0
77,8
77,8
78,0
77,9
77,8
77,8
77,9
77,8
77,8
77,9
77,8
77,9
78,3
77,9
78,0
77,9
78,0
77,9
78,0
77,8
77,9
77,8
77,8
78,0
77,8
77,9
77,9
77,9
77,8
77,8
77,7
77,8
77,8
77,9
77,9
77,9
78,0
77,9
77,8
77,8
77,9
77,8
77,9
77,9
77,8
78,0
78,0
77,8
77,9
77,9
77,9
77,9
77,8
77,8
77,9
77,8
77,9
77,9
77,8
77,9
77,9
77,9
77,9
77,8
77,8
77,9
77,9
77,9
77,8
77,8
77,8
77,9
77,8
77,9
77,8
77,8
77,9
77,8
77,9
77,9
77,9
77,9
77,9
77,8
77,8
77,9
77,8
78,0
77,8
77,9
77,9
77,9
77,9
77,8
77,8
77,9
77,8
77,8
77,8
77,9
77,9
77,8
78,1
77,8
77,8
77,7
78,1
77,8
77,7
79,6
77,8
77,8
77,8
77,9
77,9
77,7
77,9
77,9
78,0
78,0
77,9
77,9
77,9
77,9
77,7
77,9
77,9
77,7
77,9
77,8
77,9
77,8
77,9
77,8
77,9
77,9
77,8
78,0
77,8
77,9
77,8
77,8
77,8
78,0
77,8
77,7
78,2
77,9
78,0
77,9
77,8
77,8
77,8
77,8
77,8
78,0
77,9
77,8
78,0
78,4
78,0
77,8
77,9
78,0
78,0
77,8
77,8
77,8
78,1
78,6
77,9
77,9
77,9
77,9
77,9
78,1
78,7
77,9
77,9
77,8
78,2
77,8
77,7
77,8
77,9
77,8
78,0
77,8
77,9
77,9
77,8
77,7
77,8
77,7
77,9
77,9
77,8
77,8
77,9
77,8
77,9
77,9
77,9
77,9
77,9
77,9
77,9
77,9
77,8
77,7
77,8
77,8
77,9
78,0
78,1
78,0
77,8
77,8
77,8
77,8
77,9
77,9
77,7
77,9
78,0
77,8
77,9
78,0
77,8
77,8
77,8
77,8
78,0
77,9
77,8
78,0
77,8
77,9
77,8
77,7
77,9
77,8
77,9
77,9
77,9
77,8
77,9
77,8
77,9
77,9
77,8
77,9
77,9
77,8
77,8
77,8
77,9
77,9
78,0
77,9
77,9
77,8
77,9
78,0
77,8
77,8
78,0
77,8
77,8
77,8
77,8
77,9
77,8
77,8
77,8
77,8
77,9
77,9
77,8
77,8
78,0
77,8
77,8
77,8
77,8
77,7
77,7
77,8
77,8
